hole_id;samp_id;depth_from;depth_to;;gravel;z_1000;z_125;z_180;z_250;z_355;z_500;z_0;z_63;z_710;z_90;afa;ags;al_wa;ca_wa;fe_wa;k_wa;mg_wa;na_wa;si_wa;ti_wa;clay;samp_id_clay;spec_surf;FinMod;code_geol
BRG_05_12;PR-007976-84;35;36;0;;0;1.6;47.3;47.1;3.7;0;0;0;0;0.2;52;263;;;;;;;;;;;;;gz
BRG_05_12;PR-007976-85;36;37;0;;0;6.1;45.1;45.4;3;0.1;0;0;0.1;0.1;54;258;;;;;;;;;;;;;gz
BRG_05_12;PR-007976-86;37;38;0;;0;10.7;46.6;40.1;2.3;0.1;0;0;0;0.1;56;248;;;;;;;;;;;;;gz
BRG_05_12;PR-007976-87;38;39;0;;0;2.7;56.1;38.6;2.3;0.1;0;0;0;0.1;54;252;;;;;;;;;;;;;gz
BRG_05_12;PR-007976-88;39;40;0;;0.1;8.1;50;39.1;2.2;0;0;0.1;0;0.3;55;249;;;;;;;;;;;;;gz
BRG_05_12;PR-007976-89;40;41;0;;0;9.9;47;40.2;2.5;0.1;0;0.1;0;0.2;56;249;;;;;;;;;;;;;gz
BRG_05_12;PR-007976-90;41;42;0;;0;8.2;55.2;33.2;2.7;0.1;0;0;0;0.6;56;244;;;;;;;;;;;;;gz
BRG_05_12;PR-007976-91;42;43;0;;0;11.9;54.8;29.7;2.5;0.1;0;0;0;0.8;58;238;;;;;;;;;;;;;gz
BRG_05_12;PR-007976-92;43;44;0;;0;24;46.2;26.7;2.1;0.1;0;0.1;0;0.9;61;227;;;;;;;;;;;;;gz
BRG_05_12;PR-007976-93;44;45;0;;0.1;22;37;33.9;5.6;0.4;0;0.1;0;0.9;59;244;;;;;;;;;;;;;gz
BRG_05_12;PR-007976-94;45;46;0;;0.1;23.5;45.4;25.1;3.7;0.2;0;0.1;0;1.8;61;230;;;;;;;;;;;;;gz
BRG_05_12;PR-007976-95;46;47;0;;0.8;11.5;58.4;25.3;2.4;0.2;0;0;0.1;1.2;58;243;;;;;;;;;;;;;gz
BRG_05_12;PR-007976-96;47;48;0;;0.2;22.2;46.3;26.3;3.3;0.2;0;0.1;0;1.5;61;232;;;;;;;;;;;;;gz
BRG_05_13;;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_13;PR-008059-46;2;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_13;PR-008059-47;3;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_13;PR-008059-48;4;4.2;0;;5.8;12.2;40.1;27.7;6.3;1;0.1;1.2;0.4;5.3;58;301;;;;;;;;;;;;;ovb
BRG_05_13;PR-008059-48;4.2;5;0;;5.8;12.2;40.1;27.7;6.3;1;0.1;1.2;0.4;5.3;58;301;;;;;;;;;;;;;tz
BRG_05_13;PR-008059-49;5;6;0;;1.3;9.6;51.5;27.8;3.6;0.5;0;0.8;0.2;4.7;60;251;;;;;;;;;;;;;tz
BRG_05_13;PR-008059-50;6;7;0;;0.3;18.8;50.6;23.8;1.9;0.1;0;0.4;0.1;3.9;62;227;;;;;;;;;;;;;tz
BRG_05_13;PR-008059-51;7;8;0;;0.3;11.8;59.6;22.5;1.4;0.1;0;0.3;0;3.9;61;229;;;;;;;;;;;;;tz
BRG_05_13;PR-008059-52;8;9;0;;1.5;11.4;62.6;19.8;1.4;0.2;0.1;0.1;0;2.8;60;240;;;;;;;;;;;;;tz
BRG_05_13;PR-008059-53;9;10;0;;0.2;18.8;50.3;26.6;2.4;0.2;0.1;0.1;0;1.3;60;233;;;;;;;;;;;;;tz
BRG_05_13;PR-008059-54;10;11;0;;0.1;4.8;61.4;30.3;2;0.2;0;0;0.1;1.1;56;244;;;;;;;;;;;;;tz
BRG_05_13;PR-008059-55;11;12;0;;0;2.2;57.1;38.1;2;0.1;0;0;0;0.4;54;251;;;;;;;;;;;;;tz
BRG_05_13;PR-008059-56;12;13;0;;0.3;4.6;44.8;46.3;3.6;0.1;0;0;0;0.2;53;263;;;;;;;;;;;;;tz
BRG_05_13;PR-008059-57;13;14;0;;0.6;11.9;54.6;29.1;2.9;0.3;0.1;0.1;0;0.3;57;245;;;;;;;;;;;;;tz
BRG_05_13;PR-008059-58;14;14.2;0;;0;21.9;61.2;15.6;0.8;0;0;0.1;0;0.4;62;216;;;;;;;;;;;;;tz
BRG_05_13;PR-008059-58;14.2;15;0;;0;21.9;61.2;15.6;0.8;0;0;0.1;0;0.4;62;216;;;;;;;;;;;;;iz
BRG_05_13;PR-008059-59;15;16;0;;0;15;60.1;22.2;1.2;0;0;0.1;0;1.2;60;226;;;;;;;;;;;;;iz
BRG_05_13;PR-008059-60;16;17;0;;0;12.3;72.9;14.2;0.3;0;0;0;0;0.2;60;220;;;;;;;;;;;;;iz
BRG_05_13;PR-008059-61;17;18;0;;0;21.2;65.7;12.5;0.2;0;0;0.1;0;0.3;63;213;;;;;;;;;;;;;iz
BRG_05_13;PR-008059-62;18;19;0;;0;3.3;84;12;0;0.1;0;0;0.2;0.2;59;224;;;;;;;;;;;;;iz
BRG_05_13;PR-008059-63;19;20;0;;0;3.6;85.7;10.4;0.1;0;0;0.1;0;0.2;59;222;;;;;;;;;;;;;iz
BRG_05_13;PR-008059-64;20;21;0;;0;9.9;77.7;12.1;0.1;0;0;0;0;0;60;219;;;;;;;;;;;;;iz
BRG_05_13;PR-008059-65;21;22;0;;0;16.9;68.5;14.3;0.1;0;0;0;0;0.1;61;217;;;;;;;;;;;;;iz
BRG_05_13;PR-008059-66;22;23;0;;0;3.7;82.7;13.5;0;0;0;0;0;0.1;59;224;;;;;;;;;;;;;iz
BRG_05_13;PR-008059-67;23;24;0;;0;8.9;75.1;15.8;0.1;0;0;0;0;0;59;223;;;;;;;;;;;;;iz
BRG_05_13;PR-008059-68;24;25;0;;0;15.2;65.6;18.7;0.5;0;0;0;0;0.1;60;223;;;;;;;;;;;;;iz
BRG_05_13;PR-008059-69;25;26;0;;0;1.4;66.5;31;1;0;0;0;0;0;55;243;;;;;;;;;;;;;iz
BRG_05_13;PR-008059-70;26;27;0;;0;5.6;62.1;30.9;1.2;0;0;0;0;0;56;241;;;;;;;;;;;;;iz
BRG_05_13;PR-008059-71;27;28;0;;0;10.3;61.2;27.5;0.8;0;0;0;0;0.1;58;234;;;;;;;;;;;;;iz
BRG_05_13;PR-008059-72;28;29;0;;0;11.5;62.7;25.3;0.3;0;0;0;0;0.1;59;230;;;;;;;;;;;;;iz
BRG_05_13;PR-008059-73;29;30;0;;0;1.6;71.4;26.3;0.5;0;0;0;0;0.1;56;238;;;;;;;;;;;;;iz
BRG_05_13;PR-008059-74;30;31;0;;0;7.5;64.6;27.2;0.7;0;0;0;0;0.1;57;236;;;;;;;;;;;;;iz
BRG_05_13;PR-008059-75;31;32;0;;0;8.7;63.1;27.8;0.3;0;0;0;0;0.1;58;234;;;;;;;;;;;;;iz
BRG_05_13;PR-008059-76;32;32.2;0;;0;1.2;67.3;31.1;0.2;0;0;0;0;0.1;56;242;;;;;;;;;;;;;iz
BRG_05_13;PR-008059-76;32.2;33;0;;0;1.2;67.3;31.1;0.2;0;0;0;0;0.1;56;242;;;;;;;;;;;;;gz
BRG_05_13;PR-008059-77;33;34;0;;0;4.5;57.1;37.7;0.6;0;0;0;0;0.1;55;246;;;;;;;;;;;;;gz
BRG_05_13;PR-008059-78;34;35;0;;0;6.9;56.7;35.6;0.6;0;0;0;0;0.1;56;243;;;;;;;;;;;;;gz
BRG_05_13;PR-008059-79;35;36;0;;0.1;3.7;48.5;46.5;1;0;0;0;0;0;53;256;;;;;;;;;;;;;gz
BRG_05_13;PR-008059-80;36;37;0;;0;5;41.5;50.9;2.3;0;0;0;0;0.1;53;261;;;;;;;;;;;;;gz
BRG_05_13;PR-008059-81;37;38;0;;0;5.9;56.8;35.6;1.2;0;0;0;0;0.3;56;244;;;;;;;;;;;;;gz
BRG_05_13;PR-008059-82;38;39;0;;0.1;11.9;48.7;37.9;1.1;0;0;0;0;0.2;57;244;;;;;;;;;;;;;gz
BRG_05_13;PR-008059-83;39;40;0;;0.1;21.8;48.5;27.9;1.2;0;0;0;0;0.4;60;229;;;;;;;;;;;;;gz
BRG_05_13;PR-008059-84;40;41;0;;0;8.8;62.8;26.2;1.5;0.1;0.1;0;0;0.5;58;235;;;;;;;;;;;;;gz
BRG_05_13;PR-008059-85;41;42;0;;0.1;19.9;54.2;23.1;1.4;0.1;0.1;0;0.1;0.8;61;226;;;;;;;;;;;;;gz
BRG_05_13;PR-008059-86;42;43;0;;0.2;30.4;45.5;20.1;2.1;0.2;0.1;0.1;0.1;1.2;64;220;;;;;;;;;;;;;gz
BRG_05_13;PR-008059-87;43;44;0;;0.1;22.5;51.1;22.4;2.2;0.1;0;0.1;0;1.3;61;225;;;;;;;;;;;;;gz
BRG_05_13;PR-008059-88;44;45;0;;0;15.1;60.3;19.9;2;0.1;0.1;0.1;0;2.2;61;224;;;;;;;;;;;;;gz
BRG_05_13;PR-008059-89;45;46;0;;0;29.9;51.4;13.7;0.9;0.1;0.1;0.2;0;3.7;67;206;;;;;;;;;;;;;gz
BRG_05_13;PR-008059-90;46;47;0;;0;45.1;37.4;12.9;0.8;0.1;0;0.2;0;3.4;69;196;;;;;;;;;;;;;gz
BRG_05_14;;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_14;PR-008264-42;2;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_14;PR-008264-43;3;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_14;PR-008264-44;4;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_14;PR-008264-45;5;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;tz
BRG_05_14;PR-008264-46;6;7;0;;18.4;14.3;31.9;21.9;6.5;4;0;0.1;2.1;0.8;47;448;;;;;;;;;;;;;tz
BRG_05_14;PR-008264-47;7;8;0;;3.3;9.7;55.2;26.5;3.9;0.7;0;0.1;0.3;0.2;55;277;;;;;;;;;;;;;tz
BRG_05_14;PR-008264-48;8;9;0;;0.3;21.4;65.3;12;0.5;0;0;0.1;0.1;0.4;63;216;;;;;;;;;;;;;tz
BRG_05_14;PR-008264-49;9;10;0;;0.1;6;69.2;22.3;1.8;0.1;0;0.1;0.1;0.3;58;236;;;;;;;;;;;;;tz
BRG_05_14;PR-008264-50;10;10.91;0;;0;23.4;57.9;16.7;1.4;0;0;0.1;0;0.4;62;217;;;;;;;;;;;;;tz
BRG_05_14;PR-008264-50;10.91;10.98;0;;0;23.4;57.9;16.7;1.4;0;0;0.1;0;0.4;62;217;;;;;;;;;;;;;bc
BRG_05_14;PR-008264-50;10.98;11;0;;0;23.4;57.9;16.7;1.4;0;0;0.1;0;0.4;62;217;;;;;;;;;;;;;iz
BRG_05_14;PR-008264-51;11;12;0;;0.2;16.2;73.5;9.5;0.3;0;0;0;0;0.2;62;215;;;;;;;;;;;;;iz
BRG_05_14;PR-008264-52;12;13;0;;0.1;5.4;86.5;7.4;0.1;0.1;0;0;0;0.3;60;219;;;;;;;;;;;;;iz
BRG_05_14;PR-008264-53;13;14;0;;0;5;86.8;7.8;0.1;0;0;0;0;0.2;60;218;;;;;;;;;;;;;iz
BRG_05_14;PR-008264-54;14;15;0;;0;14.4;78.1;6.5;0.8;0;0;0.2;0;0;62;213;;;;;;;;;;;;;iz
BRG_05_14;PR-008264-55;15;16;0;;0;28.9;62.9;8.1;0;0;0;0;0;0.1;65;204;;;;;;;;;;;;;iz
BRG_05_14;PR-008264-56;16;17;0;;0.1;22;67.8;9.9;0;0;0;0;0;0.1;63;211;;;;;;;;;;;;;iz
BRG_05_14;PR-008264-57;17;18;0;;0;3.6;83.5;12.4;0.2;0;0;0;0;0.2;59;224;;;;;;;;;;;;;iz
BRG_05_14;PR-008264-58;18;19;0;;0;2.8;85.2;11.8;0.1;0;0;0;0;0.1;59;224;;;;;;;;;;;;;iz
BRG_05_14;PR-008264-59;19;20;0;;0.1;18.8;63.5;14.6;0;2.7;0;0;0.1;0.2;61;228;;;;;;;;;;;;;iz
BRG_05_14;PR-008264-60;20;21;0;;0;3.6;80.4;15.7;0.1;0;0;0.1;0;0;58;226;;;;;;;;;;;;;iz
BRG_05_14;PR-008264-61;21;22;0;;0.2;15.2;62.8;21.3;0.4;0;0;0;0;0;60;227;;;;;;;;;;;;;iz
BRG_05_14;PR-008264-62;22;23;0;;0;8.5;72.1;18.7;0.5;0.1;0.1;0;0;0;59;227;;;;;;;;;;;;;iz
BRG_05_14;PR-008264-63;23;24;0;;0.2;15.7;64.3;19.3;0.4;0;0;0;0;0.1;60;225;;;;;;;;;;;;;iz
BRG_05_14;PR-008264-64;24;25;0;;0.1;11;56.7;30;2.1;0.1;0;0;0;0.1;57;240;;;;;;;;;;;;;iz
BRG_05_14;PR-008264-65;25;26;0;;0.1;9.4;62.3;26.4;1.3;0.1;0;0.1;0;0.2;58;236;;;;;;;;;;;;;iz
BRG_05_14;PR-008264-66;26;27;0;;0;2.3;74;23.2;0.4;0;0;0;0;0;57;234;;;;;;;;;;;;;iz
BRG_05_14;PR-008264-67;27;28;0;;0;8.8;64.7;25.4;0.5;0.1;0;0.1;0;0.2;58;232;;;;;;;;;;;;;iz
BRG_05_14;PR-008264-68;28;29;0;;0;0.8;55.5;42.9;0.6;0;0;0;0;0;53;253;;;;;;;;;;;;;iz
BRG_05_14;PR-008264-69;29;30;0;;0.3;0.7;44.9;52.6;1.1;0;0.1;0;0;0.1;52;265;;;;;;;;;;;;;gz
BRG_05_14;PR-008264-70;30;31;0;;0.1;20.9;43.5;34.1;0.9;0;0;0.1;0;0.4;59;234;;;;;;;;;;;;;gz
BRG_05_14;PR-008264-71;31;32;0;;0;6.4;56.9;35.7;0.8;0;0.1;0;0;0.1;56;244;;;;;;;;;;;;;gz
BRG_05_14;PR-008264-72;32;33;0;;0.8;21.5;48.6;28.5;0.3;0;0.1;0;0;0.2;60;235;;;;;;;;;;;;;gz
BRG_05_14;PR-008264-73;33;34;0;;0.1;20.9;53;25;0.5;0;0;0.1;0;0.4;61;225;;;;;;;;;;;;;gz
BRG_05_14;PR-008264-74;34;35;0;;0.3;29;51;18.9;0.3;0;0;0;0;0.4;63;216;;;;;;;;;;;;;gz
BRG_05_14;PR-008264-75;35;36;0;;0;10.4;67.9;20.3;0.6;0;0.1;0.1;0;0.6;60;227;;;;;;;;;;;;;gz
BRG_05_14;PR-008264-76;36;37;0;;0.5;10.7;69.7;17.4;0.8;0;0.1;0;0;0.8;60;229;;;;;;;;;;;;;gz
BRG_05_14;PR-008264-77;37;38;0;;0.3;25.3;46.3;24.1;2.5;0.3;0;0.1;0.1;0.9;61;229;;;;;;;;;;;;;gz
BRG_05_14;PR-008264-78;38;39;0;;0.1;11.3;59.6;24.9;2.3;0.2;0.1;0;0;1.4;59;234;;;;;;;;;;;;;gz
BRG_05_14;PR-008264-79;39;40;0;;0.2;33.8;39;22.3;1.9;0.1;0;0.2;0;2.5;65;217;;;;;;;;;;;;;gz
BRG_05_14;PR-008264-80;40;41;0;;0;41.3;40.9;11.9;0.8;0.1;0;0.2;0;4.6;69;196;;;;;;;;;;;;;gz
BRG_05_14;PR-008264-81;41;42;0;;0.1;8.1;54.6;34.1;2.7;0;0;0.1;0.1;0;56;247;;;;;;;;;;;;;gz
BRG_05_15;;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_15;PR-007984-37;2;2.14;0;;0;25.2;43.3;24.9;2.2;0.2;0;0.2;0;4;63;222;;;;;;;;;;;;;ovb
BRG_05_15;PR-007984-37;2.14;3;0;;0;25.2;43.3;24.9;2.2;0.2;0;0.2;0;4;63;222;;;;;;;;;;;;;tz
BRG_05_15;PR-007984-38;3;4;0;;3.6;13.8;44.6;30.7;4;0.8;0.1;0.1;0.2;2.1;57;279;;;;;;;;;;;;;tz
BRG_05_15;PR-007984-39;4;5;0;;1.7;15.4;57.6;21.8;1.7;0.3;0.1;0.1;0.1;1.3;60;245;;;;;;;;;;;;;tz
BRG_05_15;PR-007984-40;5;6;0;;0.3;5.7;69.5;21.5;1.5;0.2;0.1;0.1;0.1;1;58;236;;;;;;;;;;;;;tz
BRG_05_15;PR-007984-41;6;7;0;;0.1;13.3;57.8;26.2;2.2;0.1;0;0;0;0.3;58;235;;;;;;;;;;;;;tz
BRG_05_15;PR-007984-42;7;8;0;;0;1.7;52.2;39.7;5.7;0.5;0.1;0;0;0.1;53;262;;;;;;;;;;;;;tz
BRG_05_15;PR-007984-43;8;9;0;;0.5;9.8;57.7;28.4;2.9;0.3;0;0;0.1;0.2;57;246;;;;;;;;;;;;;tz
BRG_05_15;PR-007984-44;9;10;0;;0.1;15.8;55;26.7;1.9;0.2;0;0;0;0.2;59;234;;;;;;;;;;;;;tz
BRG_05_15;PR-007984-45;10;11;0;;0;4.4;64.1;28.7;2.3;0.2;0;0;0;0.2;56;243;;;;;;;;;;;;;tz
BRG_05_15;PR-007984-46;11;12;0;;0;13.4;53;30.3;2.7;0.2;0;0;0;0.2;58;239;;;;;;;;;;;;;tz
BRG_05_15;PR-007984-47;12;12.14;0;;0.7;12.3;51.3;32.7;2.4;0.2;0;0;0.2;0.2;57;250;;;;;;;;;;;;;tz
BRG_05_15;PR-007984-47;12.14;13;0;;0.7;12.3;51.3;32.7;2.4;0.2;0;0;0.2;0.2;57;250;;;;;;;;;;;;;bc
BRG_05_15;PR-007984-48;13;13.92;0;;;;;;;;;;;;;;;;;;;;;;;;;;bc
BRG_05_15;PR-007984-48;13.92;14;0;;;;;;;;;;;;;;;;;;;;;;;;;;iz
BRG_05_15;PR-007984-49;14;15;0;;3.1;6.9;48;37.1;1.8;1.4;0.1;0.1;1.3;0.2;53;291;;;;;;;;;;;;;iz
BRG_05_15;PR-007984-50;15;16;0;;0;4.8;39.4;53;2.6;0.1;0;0;0;0;52;264;;;;;;;;;;;;;iz
BRG_05_15;PR-007984-51;16;17;0;;0;0.8;46;50.7;2.4;0;0;0;0;0;52;264;;;;;;;;;;;;;iz
BRG_05_15;PR-007984-52;17;18;0;;0;0.9;59.3;38.6;0.9;0;0;0;0.1;0;54;250;;;;;;;;;;;;;iz
BRG_05_15;PR-007984-53;18;19;0;;0;2.5;67.3;29.3;0.6;0;0;0;0.1;0.2;56;241;;;;;;;;;;;;;iz
BRG_05_15;PR-007984-54;19;20;0;;0.1;24.8;53.8;20.5;0.4;0;0;0;0;0.3;62;219;;;;;;;;;;;;;iz
BRG_05_15;PR-007984-55;20;21;0;;0;40;50.8;8.4;0.1;0;0;0.1;0.1;0.4;67;197;;;;;;;;;;;;;iz
BRG_05_15;PR-007984-56;21;22;0;;0;31.3;60.6;7.2;0.1;0;0;0;0;0.6;66;201;;;;;;;;;;;;;iz
BRG_05_15;PR-007984-57;22;23;0;;0;16.3;77.3;5.6;0.1;0;0;0;0;0.6;63;209;;;;;;;;;;;;;iz
BRG_05_15;PR-007984-58;23;23.14;0;;0.1;46.2;48;5;0.2;0;0;0.1;0;0.4;69;191;;;;;;;;;;;;;iz
BRG_05_15;PR-007984-58;23.14;24;0;;0.1;46.2;48;5;0.2;0;0;0.1;0;0.4;69;191;;;;;;;;;;;;;gz
BRG_05_15;PR-007984-59;24;25;0;;0;19.4;75.8;3.7;0.1;0;0;0;0.1;0.8;64;206;;;;;;;;;;;;;gz
BRG_05_15;PR-007984-60;25;26;0;;0;13.4;76.9;9.1;0;0;0;0;0;0.5;62;214;;;;;;;;;;;;;gz
BRG_05_15;PR-007984-61;26;27;0;;0;13.9;73.9;11.6;0.1;0;0;0;0;0.5;61;216;;;;;;;;;;;;;gz
BRG_05_15;PR-007984-62;27;28;0;;0;23.9;59.7;15.2;0.6;0;0;0;0.1;0.5;63;215;;;;;;;;;;;;;gz
BRG_05_15;PR-007984-63;28;29;0;;0;25.5;55.3;18.3;0.4;0;0.1;0;0;0.4;63;215;;;;;;;;;;;;;gz
BRG_05_15;PR-007984-64;29;30;0;;0;24.1;53.7;20.8;0.8;0;0;0;0;0.4;62;219;;;;;;;;;;;;;gz
BRG_05_15;PR-007984-65;30;31;0;;0.1;17.3;58;23;1.1;0;0;0;0;0.4;60;227;;;;;;;;;;;;;gz
BRG_05_15;PR-007984-66;31;32;0;;0;6.4;68.5;23.4;1.2;0.1;0;0;0;0.2;57;234;;;;;;;;;;;;;gz
BRG_05_15;PR-007984-67;32;33;0;;0.4;13.4;46.3;35.4;3.9;0.2;0;0;0;0.2;56;250;;;;;;;;;;;;;gz
BRG_05_15;PR-007984-68;33;34;0;;0;23.3;35.9;32.8;6.3;0.2;0.1;0;0;1.3;59;241;;;;;;;;;;;;;gz
BRG_05_15;PR-007984-69;34;35;0;;0;20.3;52.5;21.7;2.9;0.1;0;0.1;0;2.3;62;225;;;;;;;;;;;;;gz
BRG_05_15;PR-007984-70;35;36;0;;0;44.1;35.2;16;1.7;0.1;0.1;0.1;0;2.6;68;202;;;;;;;;;;;;;gz
BRG_05_15;PR-007984-71;36;37;0;;0;31.9;43.2;19.6;2.3;0;0;0.1;0;2.8;65;214;;;;;;;;;;;;;gz
BRG_05_15;PR-007984-72;37;38;0;;0;35.1;40.9;18.9;2.1;0;0;0.1;0;2.7;66;211;;;;;;;;;;;;;gz
BRG_08_01;PR-011827-030;0;1;;;11;3.7;11.3;21.8;28;17.5;0.2;0.5;4.6;1.4;38;495;;;;;;;;;;;;;ovb
BRG_08_01;PR-011827-031;1;2;0;;9.4;6.9;14.7;30;19;9.8;0.8;2.1;2.6;4.6;49;415;;;;;;;;;;;;;ovb
BRG_08_01;PR-011827-032;2;2.5;0;;0.9;38.3;10.6;9;2.2;0.3;0.1;4.2;0.1;34.2;90;171;;;;;;;;;;;;;ovb
BRG_08_01;PR-011827-032;2.5;3;0;;0.9;38.3;10.6;9;2.2;0.3;0.1;4.2;0.1;34.2;90;171;;;;;;;;;;;;;tz
BRG_08_01;PR-011827-033;3;4;0;;0.4;15.2;22.1;15.2;4.7;0.7;0.1;5.1;0.1;36.3;86;190;;;;;;;;;;;;;tz
BRG_08_01;PR-011827-034;4;5;0;;0;16.2;24.3;19.2;3.7;0.9;0.1;4.4;0.1;31.2;82;194;;;;;;;;;;;;;tz
BRG_08_01;PR-011827-035;5;6;0;;1.4;10.2;33.1;17.1;3.8;0.8;0.3;6.8;0.1;26.4;81;211;;;;;;;;;;;;;tz
BRG_08_01;PR-011827-036;6;7;0;;0;12.4;39.3;34;8.5;1.1;0;1.4;0.1;3.2;58;255;;;;;;;;;;;;;tz
BRG_08_01;PR-011827-037;7;8;0;;0;4.8;43.4;35.7;9.6;1.8;0.1;1;0.1;3.5;56;266;;;;;;;;;;;;;tz
BRG_08_01;PR-011827-038;8;9;0;;0;18.5;47.9;24.7;5.4;0.6;0.1;1;0.1;1.6;61;236;;;;;;;;;;;;;tz
BRG_08_01;PR-011827-039;9;10;0;;0.2;5.3;56.4;33.7;2.7;0.3;0;0.2;0;1.1;56;248;;;;;;;;;;;;;tz
BRG_08_01;PR-011827-040;10;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;tz
BRG_08_01;PR-011827-041;11;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;tz
BRG_08_01;PR-011827-042;12;13;0;;0;15.4;49.1;30.8;3.6;0.4;0.1;0.1;0.1;0.3;58;241;;;;;;;;;;;;;tz
BRG_08_01;PR-011827-043;13;14;0;;0;8.6;45;40.1;5.1;0.7;0.1;0.1;0.1;0.3;55;258;;;;;;;;;;;;;tz
BRG_08_01;PR-011827-044;14;15;0;;0;1.2;47.4;42.7;7.4;0.8;0.1;0.1;0.1;0.2;52;271;;;;;;;;;;;;;tz
BRG_08_01;PR-011827-045;15;15.98;0;;2.4;6.9;47;35.7;6;0.8;0.1;0;0.7;0.3;53;285;;;;;;;;;;;;;tz
BRG_08_01;PR-011827-045;15.98;16;0;;2.4;6.9;47;35.7;6;0.8;0.1;0;0.7;0.3;53;285;;;;;;;;;;;;;bc
BRG_08_01;PR-011827-046;16;17;0;;;;;;;;;;;;;;;;;;;;;;;;;;bc
BRG_08_01;PR-011827-047;17;18;0;;;;;;;;;;;;;;;;;;;;;;;;;;bc
BRG_08_01;PR-011827-048;18;18.41;0;;0.4;29.1;61.4;7.7;0.2;0.1;0.1;0.1;0.1;0.7;65;208;;;;;;;;;;;;;bc
BRG_08_01;PR-011827-048;18.41;19;0;;0.4;29.1;61.4;7.7;0.2;0.1;0.1;0.1;0.1;0.7;65;208;;;;;;;;;;;;;iz
BRG_08_01;PR-011827-049;19;20;0;;0;29.1;58.4;11.7;0.1;0.1;0;0;0;0.4;64;207;;;;;;;;;;;;;iz
BRG_08_01;PR-011827-050;20;21;0;;0;7.1;79.7;12.6;0.1;0;0;0.1;0;0.3;60;221;;;;;;;;;;;;;iz
BRG_08_01;PR-011827-051;21;22;0;;0.1;31.4;59.2;8.4;0.1;0;0;0.1;0;0.7;66;203;;;;;;;;;;;;;iz
BRG_08_01;PR-011827-052;22;23;0;;0;9.2;77;13.2;0.1;0;0.1;0.1;0;0.3;60;220;;;;;;;;;;;;;iz
BRG_08_01;PR-011827-053;23;24;0;;0;25.5;61.9;11.8;0.1;0;0.1;0.1;0;0.4;64;209;;;;;;;;;;;;;iz
BRG_08_01;PR-011827-054;24;25;0;;0;5.9;78.3;15.2;0.2;0;0;0;0;0.3;59;224;;;;;;;;;;;;;iz
BRG_08_01;PR-011827-055;25;26;0;;0;18.9;62.6;17.8;0.3;0;0;0;0;0.2;61;219;;;;;;;;;;;;;iz
BRG_08_01;PR-011827-056;26;26.98;0;;0.3;3.7;64.5;30;1.1;0.1;0;0;0;0.3;56;244;;;;;;;;;;;;;iz
BRG_08_01;PR-011827-056;26.98;27;0;;0.3;3.7;64.5;30;1.1;0.1;0;0;0;0.3;56;244;;;;;;;;;;;;;gz
BRG_08_01;PR-011827-057;27;28;0;;0;9.6;45.7;40.8;3.3;0.2;0;0.1;0;0.3;55;252;;;;;;;;;;;;;gz
BRG_08_01;PR-011827-058;28;29;0;;0;15;53.2;30.1;1;0.1;0;0.1;0.1;0.4;59;235;;;;;;;;;;;;;gz
BRG_11_01;PR-013508-016;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
BRG_11_01;PR-013508-017;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;
BRG_11_01;PR-013508-018;2;3;0;;0.8;11.5;40.2;35.8;8.6;1.6;0;0.1;0.3;1.1;55;272;;;;;;;;;;;;;
BRG_11_01;PR-013508-019;3;4;0;;0;9.7;47.2;38.3;3.6;0.2;0;0.1;0;0.7;56;250;;;;;;;;;;;;;
BRG_11_01;PR-013508-020;4;5;0;;0;8;45.2;41.3;4.7;0.4;0;0;0;0.3;54;257;;;;;;;;;;;;;
BRG_11_01;PR-013508-021;5;6;0;;0.1;10.1;46.5;39.1;3.1;0.1;0;0.1;0;0.7;56;250;;;;;;;;;;;;;
BRG_11_01;PR-013508-022;6;7;0;;1.8;14;39.1;36.5;5.8;0.3;0.1;0.3;0.1;1.9;57;267;;;;;;;;;;;;;
BRG_11_01;PR-013508-023;7;8;0;;0;8.6;47.2;40.4;3.1;0.1;0;0.1;0;0.4;55;251;;;;;;;;;;;;;
BRG_11_01;PR-013508-024;8;9;0;;0;22.7;53.3;21.2;1.2;0;0;0.1;0;1.3;62;220;;;;;;;;;;;;;
BRG_11_01;PR-013508-025;9;10;0;;0;18.7;50.8;26.9;2.3;0.2;0;0.1;0;1;60;231;;;;;;;;;;;;;
BRG_11_01;PR-013508-026;10;11;0;;0;19.1;53.4;24.4;1.3;0.1;0;0.2;0;1.4;61;226;;;;;;;;;;;;;
